time,price
2024-05-07 11:05:42,63346.82
2024-05-07 11:05:48,63346.82
2024-05-07 11:05:53,63346.82
2024-05-07 11:05:59,63346.82
2024-05-07 11:06:04,63346.82
2024-05-07 11:06:10,63346.82
2024-05-07 11:06:15,63346.82
2024-05-07 11:06:21,63346.82
2024-05-07 11:06:26,63321.63
2024-05-07 11:06:33,63321.63
2024-05-07 11:06:39,63321.63
2024-05-07 11:06:44,63321.63
2024-05-07 11:06:49,63321.63
2024-05-07 11:06:55,63321.63
2024-05-07 11:07:00,63321.63
2024-05-07 11:07:06,63321.63
2024-05-07 11:07:11,63321.63
2024-05-07 11:07:16,63321.63
2024-05-07 11:07:22,63321.63
2024-05-07 11:07:27,63318.484
2024-05-07 11:07:33,63318.484
2024-05-07 11:07:39,63318.484
2024-05-07 11:07:45,63318.484
2024-05-07 11:07:51,63318.484
2024-05-07 11:07:56,63318.484
2024-05-07 11:08:02,63318.484
2024-05-07 11:08:08,63318.484
2024-05-07 11:08:14,63318.484
2024-05-07 11:08:19,63318.484
2024-05-07 11:08:25,63273.734
2024-05-07 11:08:30,63273.734
2024-05-07 11:08:36,63273.734
2024-05-07 11:34:41,63662.465
2024-05-07 11:34:41,63662.465
2024-05-07 11:34:41,63662.465
2024-05-07 11:34:41,63662.465
2024-05-07 11:34:41,63609.49
2024-05-07 11:34:43,63609.49
2024-05-07 11:34:49,63609.49
2024-05-07 11:35:02,63609.49
2024-05-07 11:35:18,63609.49
2024-05-07 11:35:27,63601.76
2024-05-07 11:35:33,63601.76
2024-05-07 11:35:39,63601.76
2024-05-07 11:35:45,63601.76
2024-05-07 11:35:51,63601.76
2024-05-07 11:35:56,63601.76
2024-05-07 11:36:08,63601.76
2024-05-07 11:36:15,63601.76
2024-05-07 11:36:22,63601.76
2024-05-07 11:36:33,63594.6
2024-05-07 11:36:47,63594.6
2024-05-07 11:36:55,63594.6
2024-05-07 11:37:02,63594.6
2024-05-07 11:37:10,63594.6
2024-05-07 11:37:16,63594.6
2024-05-07 11:37:24,63594.6
2024-05-07 11:37:34,63598.37
2024-05-07 11:37:45,63598.37
2024-05-07 11:37:56,63598.37
2024-05-07 11:38:02,63598.37
2024-05-07 11:38:12,63598.37
2024-05-07 11:38:21,63598.37
2024-05-07 11:38:29,63568.77
2024-05-07 11:38:35,63568.77
2024-05-07 11:38:41,63568.77
2024-05-07 11:38:46,63568.77
2024-05-07 11:38:52,63568.77
2024-05-07 11:38:57,63568.77
2024-05-07 11:39:04,63568.77
2024-05-07 11:39:10,63568.77
2024-05-07 11:39:15,63568.77
2024-05-07 11:39:21,63568.77
2024-05-07 11:39:27,63558.953
2024-05-07 11:39:32,63558.953
2024-05-07 11:39:38,63558.953
2024-05-07 11:39:43,63558.953
2024-05-07 11:39:49,63558.953
2024-05-07 11:40:07,63558.953
2024-05-07 11:40:13,63558.953
2024-05-07 11:40:19,63558.953
2024-05-07 11:40:25,63550.633
2024-05-07 11:40:30,63550.633
2024-05-07 11:40:35,63550.633
2024-05-07 11:40:41,63550.633
2024-05-07 11:40:47,63550.633
2024-05-07 11:40:52,63550.633
2024-05-07 11:40:58,63550.633
2024-05-07 11:41:04,63550.633
2024-05-07 11:41:09,63550.633
2024-05-07 11:41:15,63550.633
2024-05-07 11:41:32,63490.594
2024-05-07 11:41:39,63490.594
2024-05-07 11:41:45,63490.594
2024-05-07 11:41:51,63490.594
2024-05-07 11:42:03,63490.594
2024-05-07 11:42:10,63490.594
2024-05-07 11:42:15,63490.594
2024-05-07 11:42:22,63490.594
2024-05-07 11:42:27,63471.656
2024-05-07 11:42:34,63471.656
2024-05-07 11:42:58,63471.656
2024-05-07 11:43:09,63471.656
2024-05-07 11:55:15,63600.934
2024-05-07 11:57:19,63567.953
2024-05-07 11:57:25,63551.797
2024-05-07 11:57:30,63551.797
2024-05-07 11:57:35,63551.797
2024-05-07 11:57:40,63551.797
2024-05-07 12:36:38,63551.797
2024-05-07 12:36:42,63645.367
2024-05-07 12:36:47,63645.367
2024-05-07 12:36:52,63645.367
2024-05-07 12:36:58,63645.367
2024-05-07 12:37:03,63645.367
2024-05-07 12:37:09,63645.367
2024-05-07 12:37:14,63645.367
2024-05-07 12:37:20,63645.367
2024-05-07 12:37:25,63645.367
2024-05-07 12:37:31,63645.367
2024-05-07 12:37:36,60600.300
2024-05-07 12:37:36,60600.300
2024-05-07 12:37:36,60600.300
2024-05-07 12:37:36,60600.300
